Date,Language,Title,Quote,Reflection Text,Reference
2025-04-22,spanish,TIERRA NUEVA… RAÍCES NUEVAS,"… momentos de percepción pueden irse acumulando para construir toda una vida de serenidad espiritual. Las raíces de la realidad que reemplazan la maleza neurótica, nos agarrarán firmemente a pesar del fuer- te viento de las fuerzas adversas que nos destruirían o que podríamos utilizar para destruirnos a nosotros mismos.","Yo llegué a A.A. todo verde — un tembloroso brote de semilla con sus pequeñas raíces al aire. Vine para sobrevivir pero fue un comienzo. Me estiré, me desarrollé y me retorcí, pero con la ayuda de otros, a su debido tiempo mi espíritu brotó de sus raíces. Fui liberado. Actué, me marchité, me retiré, oré, volví a actuar e iluminado repentinamente volví a entender. Creciendo de mis raíces, mis brazos espirituales alargados como brotes verdes y fuertes se extendieron hacia el cielo.","COMO LO VE BILL, p. 173"
2025-04-23,spanish,A.A. NO ES UNA PANACEA,Sería un producto del falso orgullo pretender que A.A. es una panacea universal — aun para el alco- holismo.,"En mis primeros años de sobriedad estaba lleno de orgullo, pensando que A.A. era el único tipo de tratamiento para lograr una vida buena y feliz. Ciertamente fue el ingrediente básico de mi sobriedad y aun hoy día, con más de doce años en el programa, sigo participando en las reuniones, apadrinamiento y servicio. Durante los primeros cuatro años de mi recuperación, me resultó necesario buscar ayuda profesional, ya que mi salud emocional era muy pobre. También hay otros que han encontrado sobriedad y felicidad en otras organizaciones. A.A. me enseñó que tenía la opción de hacer todo lo que fuera necesario para enriquecer mi sobriedad. Puede ser que A.A. no sea un curalotodo, pero es el centro de mi vida sobria.","COMO LO VE BILL, p. 285"
2025-04-24,spanish,APRENDER A AMARNOS A NOSOTROS MISMOS,"El alcoholismo nos había creado una existencia muy solitaria, aunque hubiéramos estado rodeados de gente que nos quería… Intentábamos encontrar la seguridad emocional dominando a los demás o de- pendiendo de ellos… Seguíamos intentando en vano lograr la seguridad por medio de una forma malsana de dominación o dependencia.",Cuando hice mi inventario personal descubrí que tenía relaciones poco saludables con la mayoría de la gente en mi vida — por ejemplo con mis amistades y con mi familia. Siempre me sentía aislado y solitario. Bebía para adormecer mi dolor emocional.,"COMO LO VE BILL, p. 252"
2025-04-25,spanish,ENTRAR EN UNA NUEVA DIMENSIÓN,"“En las últimas etapas de nuestras carreras de be- bedores, se nos desvanece la voluntad de resistir. No obstante, cuando admitimos la derrota absoluta y es- tamos totalmente dispuestos a ensayar los principios de A.A., se nos desvanece nuestra obsesión y entra- mos en una nueva dimensión — la libertad bajo Dios como nosotros Lo concebimos”.","Me siento afortunado por estar entre aquellos que han tenido esta asombrosa transformación de sus vidas. Cuando entré por las puertas de A.A. solo y desesperado, había sido tan golpeado que estaba dispuesto a creer cualquier cosa que oyera. Una de las cosas que oí fue, “Esta puede ser la última resaca de tu vida, o puedes seguir en el círculo vicioso”. Obviamente, el hombre que dijo esto estaba en una condición mucho mejor que la mía. Me gustó la idea de admitir mi derrota, y desde entonces he estado libre. Mi corazón escuchó lo que mi mente nunca pudo oír: “Ser impotente ante el alcohol no es una gran cosa”. ¡Yo estoy libre y agradecido!","COMO LO VE BILL, p. 283"
2025-04-26,spanish,EL PUNTO ESENCIAL NO ES LA FELICIDAD,"No creo que la cuestión esté en la felicidad o la infe- licidad. ¿Cómo abordamos los problemas que se nos presentan? ¿Cómo aprendemos mejor de estos proble- mas, y cómo transmitimos lo que hemos aprendido a otra gente que deseen estos conocimientos?","En mi búsqueda de “ser feliz”, cambié empleos, me casé y me divorcié, tomé curas geográficas y me metí en deudas — financieras, emocionales y espirituales. En A.A. estoy aprendiendo a madurar. En vez de exigir a la gente, lugares y cosas, que me hagan feliz, puedo pedir a Dios que me haga aceptarme a mí mismo. Cuando me abruma mi problema, los Doce Pasos de A.A. me ayudarán a desarrollarme a través del dolor. La experiencia que gano puede ser un regalo para otros que sufren del mismo problema. Como dijo Bill, “Cuando llega el dolor, se espera de nosotros que aprendamos de buena gana la lección que nos deje, y ayudemos a otros a aprender. Cuando la felicidad llega, la aceptamos como un don, y le damos gracias a Dios por ella” ( Como lo Ve Bill , p. 306).","COMO LO VE BILL, p. 306"
2025-04-27,spanish,DESCUBRIMIENTOS ALEGRES,"Nos damos cuenta de lo poco que sabemos. Dios constantemente nos revelará más, a ti y a nosotros. Pídele a Él en tu meditación por la mañana, que te inspire lo que puedes hacer ese día por el que toda- vía está enfermo. Recibirás la respuesta si tus propios asuntos están en orden. Pero, obviamente, no se puede transmitir algo que no se tiene. Ocúpate, pues, de que tu relación con Él ande bien y grandes acontecimien- tos te sucederán a ti y a infinidad de otros. Esta es para nosotros la Gran Realidad.","La sobriedad es un viaje de descubrimientos alegres. Cada día trae nuevas experiencias, una nueva comprensión, esperanzas mayores, fe más profunda, tolerancia más amplia. Debo mantener estos atributos o no tendré nada que pasar.","ALCOHÓLICOS ANÓNIMOS, p. 164"
2025-04-28,spanish,DOS MAGNÍFICOS CRITERIOS,Todo progreso en A.A. se puede calcular en términos de sólo dos palabras: humildad y responsabilidad. Nuestro desarrollo espiritual se puede medir con pre- cisión en función de nuestro grado de adhesión a estos dos magníficos criterios.,"Reconocer y respetar los puntos de vista, los logros y las prerrogativas de otros, así como aceptar estar equivocado, me enseña el camino de la humildad . La práctica de todos los principios de A.A. en todos mis asuntos me guía a ser responsable . Hacer honor a estos preceptos me da creencia en la Tradición Cuatro — y en todas las demás Tradiciones de la Comunidad. Alcohólicos Anónimos ha desarrollado una filosofía de vida llena de válidas motivaciones, ricas en grandes principios y en valores éticos, una forma de ver la vida que puede extenderse más allá de los confines de la población alcohólica. Para hacer honor a estos preceptos solamente tengo que orar y cuidar de mis compañeros humanos como si cada uno de ellos fuera mi hermano.","COMO LO VE BILL, p. 271"
2025-04-29,spanish,AUTONOMÍA DE GRUPO,"Algunos pueden pensar que hemos llevado al extremo el principio de la autonomía de los grupos. Por ejem- plo, en su forma original “larga”, la Cuarta Tradición declara: “Cuando quiera que dos o tres alcohólicos se reúnan en interés de la sobriedad, podrán llamarse un grupo de A.A., con tal de que como grupo no tengan otra afiliación ”* … Pero esta libertad extrema no es tan peligrosa como parece.","Como alcohólico activo, yo abusé de todas las libertades que la vida me ofrecía. ¿Cómo podía A.A. esperar que yo respetara la “libertad extrema” concedida por la Tradición Cuatro? Aprender a respetar se ha convertido en un trabajo para toda la vida.","A.A. LLEGA A SU MAYORÍA DE EDAD, p. 104-5"
2025-04-30,spanish,UNA GRAN PARADOJA,"Estos legados de sufrimiento y de recuperación se pa- san fácilmente entre los alcohólicos, de uno a otro. Esto es nuestro don de Dios, y regalarlo a otros como nosotros es el único objetivo que hoy en día anima a los A.A. en todas partes del mundo.",La gran paradoja de A.A. es que yo sé que no puedo quedarme con el precioso don de la sobriedad a menos que lo pase a otro.,"DOCE PASOS Y DOCE TRADICIONES, p. 147"
2025-05-01,spanish,SANAR EL CORAZÓN Y LA MENTE,"Admitimos ante Dios, ante nosotros mismos y ante otro ser humano, la naturaleza exacta de nuestros defectos.","Ya que es verdad que Dios viene a mí a través de la gente, puedo ver que si mantengo a distancia a la gente, también estoy manteniendo a distancia a Dios. Dios está más cerca de mí de lo que yo crea y puedo experimentarlo a Él amando a la gente y permitiendo que la gente me ame. Pero si yo dejo que mis secretos se interpongan no puedo amar ni ser amado.","DOCE PASOS Y DOCE TRADICIONES, p. 52"
2025-05-02,spanish,ALUMBRAR EL OSCURO PASADO,"Confíe en la idea de que el tenebroso pasado, estando en manos de Dios, es su más preciada posesión, clave de la vida y de la felicidad de otros. Con ella puede usted evitarles a otros la muerte y el sufrimiento.","Mi pasado ya no es una autobiografía; es un libro de consulta para sacarlo del anaquel, abrirlo y compartirlo. Hoy al presentarme a mi trabajo me viene a la mente la más bella imagen. Porque, a pesar de ser un día obscuro —como deben ser algunos días— las estrellas brillarán con más resplandor, más tarde. En un futuro muy cercano seré llamado para atestiguar que ellas brillan. Todo mi pasado será parte de mí este día, porque es la llave, no la cerradura.","ALCOHÓLICOS ANÓNIMOS, p. 124"
2025-05-03,spanish,LIMPIEZA DE CASA,"Por alguna razón, el estar a solas caon Dios no parece ser tan embarazoso como sincerarnos ante otro ser humano. Hasta que no nos sentemos para hablar francamente de lo que por tanto tiempo hemos ocultado, nuestra disposición para poner nuestra casa en orden seguirá siendo un asunto teórico.","Para mí no era raro hablar con Dios y conmigo mismo acerca de mis defectos de carácter. Pero, sentarme frente a frente y discutir abiertamente estas cosas tan íntimas con otra persona, era mucho más difícil. Sin embargo, yo reconocí en esta experiencia un alivio similar al que experimenté cuando admití por primera vez que era alcohólico. Empecé a apreciar el significado espiritual del programa y que este Paso era solamente una introducción a lo que iba a venir en los siete Pasos restantes.","DOCE PASOS Y DOCE TRADICIONES, p. 57"
2025-05-04,spanish,“COMPLETAMENTE SINCEROS”,"Si esperamos vivir largo tiempo o felizmente en este mundo, necesariamente tenemos que ser completamente sinceros con alguien.","La honradez, como todas las virtudes, tiene que ser compartida. Empezó después que compartí “…toda la historia (de mi) vida con alguien…”a fin de encontrar mi lugar en la Comunidad. Más tarde compartí mi vida con el fin de ayudar al recién llegado a encontrar su lugar con nosotros. Este compartimiento me ayuda a aprender a ser honrado en todos mis asuntos y a saber que el plan que Dios tiene para mí se hace realidad por medio de una honrada franqueza y buena voluntad.","ALCOHÓLICOS ANÓNIMOS, p. 73-74"
2025-05-05,spanish,EL BOSQUE Y LOS ÁRBOLES,… es posible que lo que oigamos decir a Dios cuando estamos solos esté desvirtuado por nuestras propias ra- cionalizaciones y fantasías. La ventaja de hablar con otra persona es que podemos escuchar sus comentarios y consejos inmediatos respecto a nuestra situación…,"Es incontable el número de veces que yo, estando enojado y frustrado, me he dicho a mí mismo, “los árboles me impiden ver el bosque”. Finalmente me di cuenta de que cuando estoy sufriendo de esa manera, lo que necesito es alguien que me pueda ayudar a distinguir el bosque y los árboles; alguien que pueda sugerirme un mejor camino a seguir; que me pueda ayudar a apagar los incendios y a evitar las rocas y escollos peligrosos.","DOCE PASOS Y DOCE TRADICIONES, p. 57"
2025-05-06,spanish,“NO ESCONDER NADA”,"Lo realmente decisivo es tu buena disposición para confiar en otra persona y la total confianza que deposites en aquel con quien compartes tu primer inventario sincero y minucioso… Con tal que no ocultes nada, cada minuto que pase te irás sintiendo más aliviado. Las emociones que has tenido reprimidas durante tantos años salen a la luz y, una vez iluminadas, milagrosamente se desvanecen. Según van desapareciendo los dolores, los reemplaza una tranquilidad sanadora.","Cuando empecé por primera vez a asistir a reuniones de A.A., comenzó a desarrollarse una pequeña semilla de sentimientos aprisionados y entonces el conocimiento de mí mismo se convirtió en una tarea de aprendizaje para mí. Este nuevo conocimiento acarreó un cambio en mis reacciones a las situaciones de la vida. Me di cuenta de que tenía el derecho de tomar decisiones, y la dictadura de mis hábitos personales lentamente iba perdiendo su fuerza.","DOCE PASOS Y DOCE TRADICIONES, p. 58-59"
2025-05-07,spanish,RESPETO PARA OTROS,Estas partes de nuestra historia se las contamos a alguien que comprenda pero que no resulte afectado. La regla es que debemos ser duros con nosotros mismos pero siempre considerados con los demás.,"La lección que yo he sacado de la cita anterior es el respeto para otros. Si deseo encontrar esa paz mental que he buscado por tanto tiempo, debo hacer todo esfuerzo por liberarme. Sin embargo, nada de esto debe hacerse a expensas de otros. El egoísmo no tiene lugar en la forma de vivir de A.A.","ALCOHÓLICOS ANÓNIMOS, p. 74"
2025-05-08,spanish,UN LUGAR DE DESCANSO,"Todos los Doce Pasos de A.A. nos piden que actuemos en contra de nuestros deseos naturales... todos ellos desinflan nuestros egos. En cuanto al desinflamiento del ego, hay pocos Pasos que nos resulten más difíciles que el Quinto. Pero tal vez no hay otro Paso más necesario para lograr una sobriedad duradera y la tranquilidad de espíritu.","Después de poner por escrito mis defectos de carácter, no tenía deseos de hablar sobre ellos, y decidí que era hora de dejar de llevar esta carga solo. Tenía que confesar esos defectos a alguien más. Yo había leído —y se me había dicho— que no podría mantenerme sobrio a menos que lo hiciera. El Paso Cinco me daba un sentimiento de pertenecer, de humildad y serenidad cuando lo practicaba en mi diario vivir. Fue importante admitir mis defectos de carácter en el orden que se presentan en el Paso Cinco: “ante Dios, ante nosotros mismos y ante otro ser humano”. Admitirlo ante Dios prepara el terreno para la admisión ante mí mismo y ante otra persona. Como lo describe la práctica del Paso, una sensación de unidad con Dios y con mi prójimo me llevó a un lugar de descanso en donde me podía preparar para los otros Pasos hacia una sobriedad completa y llena de significado.","DOCE PASOS Y DOCE TRADICIONES, p. 52"
2025-05-09,spanish,CAMINAR A TRAVÉS DEL MIEDO,"Si todavía nos aferramos a alguna cosa de la que no queremos desprendernos, le pedimos a Dios que nos ayude a tener buena voluntad para hacerlo.","Cuando ya había dado mi Quinto Paso, me di cuenta de que todos mis defectos de carácter eran el resultado de mi necesidad de sentirme seguro y amado. Usar solamente mi voluntad para trabajar en ellos hubiera sido tratar obsesivamente de resolver el problema. En el Sexto Paso intensifiqué la acción que puse en los tres primeros Pasos -— meditar en el Paso diciéndolo una y otra vez, ir a reuniones, seguir las sugerencias de mi padrino, leer y buscar dentro de mí. Durante los primeros tres años de sobriedad tenía miedo de entrar sola en un ascensor. Un día decidí que debía hacer frente a este temor. Le pedí ayuda a Dios, entré al ascensor, y allí en una esquina, había una señora llorando. Me dijo que desde el fallecimiento de su esposo ella había tenido un miedo mortal de los ascensores. Yo olvidé mi temor y la conforté. Esta experiencia espiritual me ayudó a ver que la buena voluntad era la clave para practicar el resto de los Doce Pasos de la recuperación. Dios ayuda a aquellos que se ayudan a sí mismos.","ALCOHÓLICOS ANÓNIMOS, p. 76"
2025-05-10,spanish,LIBRE AL FIN,"Otro gran beneficio que podemos esperar del hecho de confiar nuestros defectos a otra persona es la humildad — una palabra que suele interpretarse mal. Para los que hemos hecho progresos en A.A., equivale a un reconocimiento claro de lo que somos y quiénes somos realmente, seguido de un esfuerzo sincero de llegar a ser lo que podemos ser.","En mi fuero interno yo sabía que si quería sentirme alegre, feliz y libre, tendría que compartir mi vida pasada con otro individuo. La alegría y el alivio que experimenté después de hacerlo es algo indescriptible. Casi inmediatamente después de dar el Quinto Paso, me sentí libre de la esclavitud del ego y del alcohol. Esta libertad permanece después de 36 años, un día a la vez. Descubrí que Dios podía hacer por mí lo que yo no podría hacer solo.","DOCE PASOS Y DOCE TRADICIONES, p. 55"
2025-05-11,spanish,UNA NUEVA SENSACIÓN DE PERTENECER,"Hasta que no hablamos con perfecta franqueza de nuestros conflictos y no escuchamos a otro hacer la misma cosa, seguíamos con la sensación de no pertenecer.","Después de cuatro años en A.A., al fin pude liberarme de la carga de emociones escondidas que tenía y que me habían causado tanto dolor. Con la ayuda de A.A. y otro asesoramiento fui liberado del dolor y pude sentir una sensación de pertenecer y de paz interior. También pude sentir una alegría y un amor a Dios que nunca había experimentado antes de eso. Me llena de admiración el poder del Paso Cinco.","DOCE PASOS Y DOCE TRADICIONES, p. 54"
2025-05-12,spanish,EL PASADO YA PASÓ,"La experiencia de A.A. nos ha enseñado que no podemos vivir a solas con nuestros problemas apremiantes y los defectos de carácter que los causan o los agravan. Si… a la luz del Cuarto Paso, hemos visto iluminadas y destacadas aquellas experiencias que preferiríamos no recordar…, entonces, la necesidad de dejar de vivir a solas con los fantasmas atormentadores del pasado cobra cada vez más urgencia. Tenemos que hablar de ellos con alguien.","Lo hecho, hecho está. No se puede cambiar. Pero lo que sí puedo cambiar es mi actitud respecto a ello, hablando con aquellos que ya han pasado por eso y que han tenido sus padrinos. Yo puedo desear que el pasado no hubiera existido, pero si cambio mis acciones respecto a lo que he hecho, mis actitudes cambiarán. No tendré que desear que el pasado no haya existido. Puedo cambiar mis sentimientos y mis actitudes, pero sólo por medio de mis acciones y la ayuda de mis compañeros alcohólicos.","DOCE PASOS Y DOCE TRADICIONES, p. 52"
2025-05-13,spanish,EL CAMINO MÁS FÁCIL Y CÓMODO,"Si saltamos este vital paso, puede ser que no superemos la bebida.","No me sentía muy entusiasmado por la oportunidad de hacerle frente a la persona que yo era, especialmente cuando los dolores de mis días de bebedor se cernían sobre mí como una nube obscura. Desde muy temprano había oído hablar en las reuniones del compañero que no quería dar el Paso Cinco y continuaba viniendo a las reuniones todo tembloroso por los horrores de volver a vivir su pasado. El camino más fácil y cómodo es dar estos Pasos hacia la liberación de nuestra fatal enfermedad y poner nuestra fe en la Comunidad y en nuestro Poder Superior.","ALCOHÓLICOS ANÓNIMOS, p. 72"
2025-05-14,spanish,ESTÁ BIEN SER “YO”,Una y otra vez los recién llegados han tratado de guardarse ciertos hechos de sus vidas… se han acogido a ciertos métodos más fáciles… Pero no habían aprendido lo suficiente sobre humildad…,"Humildad suena mucho a humillación, pero realmente es la habilidad de poder mirarme a mí mismo — y aceptar honestamente lo que encuentre. Ya no necesito ser el “más ingenioso” ni el “más tonto” ni ningún “más”. Por fin está bien ser “yo”. Si comparto toda mi vida es más fácil aceptarme a mí mismo. Si no puedo compartir en las reuniones, es mejor que tenga un padrino — alguien con quien yo pueda compartir “ciertos hechos” que pueden llevarme otra vez a beber y a la muerte. Tengo que dar todos los Pasos. Necesito el Quinto Paso para aprender la verdadera humildad. Los métodos más fáciles no funcionan.","ALCOHÓLICOS ANÓNIMOS, p. 72"
2025-05-15,spanish,CONOCE A DIOS; CONOCE LA PAZ,"Es evidente que una vida en la que hay resentimientos profundos sólo conduce a la futileza y a la infelicidad… Pero con el alcohólico, cuya esperanza es el mantenimiento y el desarrollo de una experiencia espiritual, este asunto de los resentimientos es infinitamente grave.",Conoce a Dios;,"ALCOHÓLICOS ANÓNIMOS, p. 66"
2025-05-16,spanish,NOSOTROS PERDONAMOS,"Muchas veces, mientras practicábamos este Paso con la ayuda de nuestros padrinos o consejeros espirituales, por primera vez nos sentimos capaces de perdonar a otros, fuera cual fuera el daño que creíamos que nos habían causado. Nuestro inventario moral nos dejó convencidos de que lo deseable era el perdón general, pero hasta que no emprendimos resueltamente el Quinto Paso, no llegamos a saber en nuestro fuero interno que podríamos recibir el perdón y también concederlo.","¡Qué gran sensación es el perdonar! Qué revelación de mi naturaleza emocional, psicológica y espiritual. No se necesita más que la disposición de perdonar; Dios hace el resto.","DOCE PASOS Y DOCE TRADICIONES, p. 55"
2025-05-17,spanish,… Y PERDONAR,"Bajo circunstancias muy difíciles, repetidas veces he tenido que disculpar a otras personas — y a mí mismo.","El perdón a sí mismo y el perdón a otros son solamente dos corrientes del mismo río, ambas obstaculizadas o detenidas completamente por la represa de los resentimientos. Una vez que se abre la represa, ambas corrientes pueden fluir. Los Pasos de A.A. me hacen posible ver cómo se han ido acumulando mis resentimientos, cortando así ese flujo en mi vida. Los Pasos facilitan el medio por el cual mis resentimientos —por la gracia de Dios, como yo lo concibo— pueden ser levantados.","COMO LO VE BILL, p. 268"
2025-05-18,spanish,LA LIBERTAD DE SER “YO”,"Si nos esmeramos en esta fase de nuestro desarrollo, nos sorprenderemos de los resultados antes de llegar a la mitad del camino. Vamos a conocer una libertad y una felicidad nuevas.","Mi primera verdadera libertad es la libertad de no tener que tomar un trago hoy. Si verdaderamente la deseo, practicaré los Doce Pasos, y a través de ellos me llegará la felicidad de esta libertad — algunas veces rápidamente, otras veces lentamente. Otras libertades vendrán después y el hacer un inventario de ellas es en sí una nueva felicidad. Hoy tengo una nueva libertad, la libertad de ser “yo”. Tengo la libertad de ser el mejor yo que jamás haya sido.","ALCOHÓLICOS ANÓNIMOS, p. 83"
2025-05-19,spanish,DAR SIN ESPERAR NADA,Pero se da perfecta cuenta de que su felicidad es un subproducto — este dividendo de dar sin exigir nada a cambio.,"Al principio de ingresar en el programa, la idea de dar sin condiciones era difícil de comprender. Cuando otros querían ayudarme, tenía sospechas. Pensaba, “¿Qué quieren ellos a cambio?” Pero pronto llegué a conocer la alegría de ayudar a otro alcohólico y a comprender por qué ellos estaban ahí para mí al principio. Cambiaron mis actitudes y quise ayudar a otros. Algunas veces me ponía inquieto porque yo quería que ellos supieran de las alegrías de la sobriedad, que la vida puede ser preciosa. Cuando mi vida está llena del Dios amoroso de mi entendimiento y doy amor a mis compañeros alcohólicos, me siento poseedor de una riqueza tan especial que es difícil de explicar.","COMO LO VE BILL, p. 69"
2025-05-20,spanish,UN DÍA A LA VEZ,"Por encima de todo, toma las cosas un día a la vez.","¿Por qué me engaño a mí mismo diciéndome que tengo que alejarme de la bebida solamente por un día, cuando sé muy bien que nunca debo beber otra vez en mi vida? No me estoy engañando, porque un día a la vez es probablemente la única manera en que yo puedo alcanzar el objetivo a largo plazo de mantenerme sobrio.","COMO LO VE BILL, p. 11"
2025-05-21,spanish,UNA LISTA DE BENDICIONES,Un ejercicio que practico es el de tratar de hacer un inventario completo de mis bendiciones…,"¿Por qué tenía que estar agradecido? Me retiré y empecé a hacer una lista de las bendiciones por las cuales yo no había tenido que hacer nada, empezando por haber nacido con una mente y cuerpo sanos. Hice un repaso de setenta y cuatro años de vida hasta el presente momento. La lista ocupó dos páginas y tardé dos horas en hacerla; incluí salud, familia, dinero, A.A. — toda la gama.","COMO LO VE BILL, p. 37"
2025-05-22,spanish,PRIMER PASO,"ADMITIMOS… (“Nosotros”, la primera palabra del Primer Paso).","Cuando yo bebía lo único en que pensaba era “yo, yo, yo” o “mi, mi, mi”. Tal dolorosa obsesión con uno mismo, tal enfermedad del alma, tal egoísmo espiritual me tenía atado a la botella más de la mitad de mi vida.","DOCE PASOS Y DOCE TRADICIONES, p. 19"
2025-05-23,spanish,SALUD ESPIRITUAL,"Cuando es superado el mal espiritual, nos componemos mental y físicamente.","Es muy difícil para mí aceptar mi enfermedad espiritual debido a mi gran orgullo disfrazado de mi éxito material y de mi poder intelectual. La inteligencia no es incompatible con la humildad, siempre y cuando yo coloque la humildad en primer término. Buscar el prestigio y la fortuna es la meta primordial para muchos en este mundo moderno. Estar a la moda y parecer mejor de lo que realmente soy es una enfermedad espiritual.","ALCOHÓLICOS ANÓNIMOS, p. 64"
2025-05-24,spanish,"“FELIZ, ALEGRE Y LIBRE”","Estamos seguros de que Dios quiere que seamos felices, alegres y libres. No podemos endosar la creencia de que la vida es un valle de lágrimas, aunque en ocasiones haya sido justamente eso para muchos de nosotros. Pero es bien claro que nosotros mismos forjamos nuestra propia desgracia. Dios no lo hizo. Por lo tanto evite forjar deliberadamente una desgracia; pero si se presentan dificultades, aprovéchelas como oportunidades para demostrar la omnipotencia de Él.","Durante años yo creía en un Dios castigador y lo culpaba a Él por mi desgracia. Me he dado cuenta de que debo dejar las “armas” de mi ego a fin de tomar la “herramienta” del programa de A.A. No me resisto al programa porque es un regalo y yo nunca me he resistido a recibir un regalo. Si algunas veces sigo resistiéndome, es porque todavía estoy aferrado a mis viejas ideas y “…el resultado es nulo”..","ALCOHÓLICOS ANÓNIMOS, p. 133"
2025-05-25,spanish,GRATITUD PROGRESIVA,La gratitud debe ir adelante y no hacia atrás.,"Estoy muy agradecido porque mi Poder Superior me ha dado una segunda oportunidad de vivir una vida digna. Por medio de Alcohólicos Anónimos se me ha devuelto la cordura. Las promesas se están cumpliendo en mi vida. Estoy agradecido por ser libre de la esclavitud del alcohol. Estoy agradecido por la tranquilidad de espíritu y por la oportunidad de desarrollarme, pero mi gratitud debe ir adelante y no hacia atrás. No puedo mantenerme sobrio con las reuniones de ayer o con las pasadas visitas de Paso Doce; tengo que poner mi gratitud en acción hoy.","COMO LO VE BILL, p. 29"
2025-05-26,spanish,CONVERTIR LO NEGATIVO EN POSITIVO,"Nuestro desarrollo espiritual y emocional en A.A. no depende tanto de nuestros éxitos como de nuestros fracasos y reveses. Si tienes esto en cuenta, creo que tu recaída tendrá por efecto el impulsarte hacia arriba y no hacia abajo.","Basándose en el dolor y la adversidad que nuestros fundadores experimentaron y superaron al establecer A.A., Bill W. nos dejó un claro mensaje: Las recaídas pueden ofrecer una experiencia positiva que nos encamine a la abstinencia y a una vida entera de recuperación. Una recaída da veracidad a lo que repetidamente oímos en las reuniones: “No te tomes ese primer trago.” Refuerza la creencia en la naturaleza progresiva de la enfermedad, y nos hace apreciar la necesidad y la belleza de la humildad en nuestro programa espiritual. Las verdades simples me llegan de manera complicada cuando me dejo llevar por mi ego.","COMO LO VE BILL, p. 184"
2025-05-27,spanish,SIN CULPA SENSIBLERA,Día tras día tratamos de acercarnos un poco a la perfección de Dios. De modo que no tenemos que consumirnos con un sentimiento sensiblero de culpa…,"Cuando descubrí por primera vez que en los Doce Pasos de A.A. no hay un solo “no”, yo me desequilibré porque este descubrimiento abrió un portón gigantesco. Solamente entonces pude darme cuenta de lo que A.A. es para mí:","COMO LO VE BILL, p. 15"
2025-05-28,spanish,LOS MISMOS DERECHOS,"En alguna que otra ocasión, la mayoría de los grupos de A.A. se lanzan frenéticamente a inventar reglamentos. Pasado un tiempo, los temores y la intolerancia se apaciguan (y nosotros nos damos cuenta). No queremos privar a nadie de la oportunidad de recuperarse del alcoholismo. Deseamos ser tan inclusivos como podamos, nunca exclusivos.","A.A. me ofreció una completa libertad y me aceptó por lo que soy. Ser miembro no dependía de la conformidad, del éxito financiero o de la educación, y por eso yo estoy muy agradecido. Frecuentemente me pregunto si yo ofrezco la misma igualdad a otros o si les niego la libertad de ser diferentes. Hoy trato de reemplazar mi temor y mi intolerancia por la fe, la paciencia, el amor y la aceptación. Yo puedo llevar estas virtudes a mi grupo de A.A., a mi hogar y a mi trabajo. Hago un esfuerzo para llevar mi actitud positiva dondequiera que voy.","LA TRADICIÓN DE A.A.: CÓMO SE DESARROLLÓ, p. 10-11-12"
2025-05-29,spanish,VERDADERA TOLERANCIA,El único requisito para ser miembro de A.A. es querer dejar de beber.,"Oí por primera vez la forma corta de la Tercera Tradición en el Preámbulo. Cuando llegué a A.A. no podía aceptarme a mí mismo, a mi alcoholismo ni a un Poder Superior. Si hubiera existido algún requisito físico, mental, moral o religioso para ser miembro, ya estaría hoy muerto. Bill W. dijo en una charla grabada acerca de las Tradiciones, que la Tercera Tradición es una carta de garantía para la libertad individual. Lo más impresionante para mí fue la sensación de aceptación por parte de los miembros que estaban practicando la Tercera Tradición tolerándome y aceptándome. Creo que la aceptación es amor y el amor es lo que Dios tiene dispuesto para nosotros.","DOCE PASOS Y DOCE TRADICIONES, p. 135"
2025-05-30,spanish,NUESTRO OBJETIVO PRIMORDIAL,"Cuanto más se aferre A.A. a su objetivo primordial, mayor será su influencia bienhechora en todas partes.","Reflexiono con gratitud sobre los primeros años de nuestra Comunidad y aquellos sabios y cariñosos “pioneros” que proclamaron la necesidad de no desviarnos de nuestro objetivo primordial, el de llevar el mensaje al alcohólico que aún sufre.","A.A. LLEGA A SU MAYORÍA DE EDAD, p. 109"
2025-05-31,spanish,DISPOSICIÓN PARA SERVIR A OTROS,… nuestra Sociedad [ha] llegado a la conclusión de que tiene una sola y alta misión — la de llevar el mensaje de A.A. a aquellos que no saben que hay una salida.,"La “luz” hacia la libertad resplandece en mis compañeros alcohólicos mientras unos a otros nos animamos a desarrollarnos. Los “Pasos” hacia el mejoramiento personal tienen pequeños comienzos, pero cada Paso es un escalón más de la “escalera” que va desde el abismo de la desesperación hacia una nueva esperanza. La honestidad se convierte en mi “herramienta” para soltar las “cadenas” que me atan. Un padrino, que es una persona que sabe escuchar, me puede ayudar a oír verdaderamente el mensaje que me guía a la libertad.","DOCE PASOS Y DOCE TRADICIONES, p. 146"
