Date,Language,Title,Quote,Reflection Text,Reference
2025-04-06,pt-BR,UM PROCESSO PARA A VIDA TODA,"Tínhamos problemas com relacionamentos pessoais, não conseguíamos controlar nossas naturezas emocionais, éramos presas da miséria e da depressão, não conseguíamos ganhar a vida, tínhamos um sentimento de inutilidade, estávamos cheios de medo, éramos infelizes, não parecíamos ser de real ajuda para outras pessoas....","Estas palavras me lembram que tenho mais problemas do que o álcool, que o álcool é apenas um sintoma de uma doença mais abrangente. Quando parei de beber, comecei um processo de vida inteira de recuperação de emoções indisciplinadas, relacionamentos dolorosos e situações ingovernáveis. Este processo é demais para a maioria de nós sem a ajuda de um Poder Superior e de nossos amigos na Irmandade. Quando comecei a trabalhar os Passos do programa de A.A., muitos desses fios emaranhados se desenrolaram, mas, pouco a pouco, os lugares mais quebrados da minha vida se endireitaram. Um dia de cada vez, quase imperceptivelmente, eu curei. Como um termostato sendo abaixado, meus medos diminuíram. Comecei a experimentar momentos de contentamento. Minhas emoções se tornaram menos voláteis. Agora sou novamente parte da família humana.","ALCOÓLICOS ANÔNIMOS, p. 52"
2025-04-07,pt-BR,UM AMPLO ARCO DE GRATIDÃO,"E, falando pelo Dr. Bob e por mim, declaro com gratidão que, se não fosse por nossas esposas, Anne e Lois, nenhum de nós poderia ter vivido para ver o começo de A.A.","Sou capaz de tal generoso tributo e gratidão à minha esposa, pais e amigos, sem cujo apoio eu talvez nunca tivesse sobrevivido para chegar às portas de A.A.? Vou trabalhar nisso e tentar ver o plano que meu Poder Superior está me mostrando, que une nossas vidas.","O MODO DE VIDA DE A.A., p. 67"
2025-04-08,pt-BR,UMA OLHADA INTERIOR,"Queremos descobrir exatamente como, quando e onde nossos desejos naturais nos deformaram. Desejamos encarar de frente a infelicidade que isso causou a outros e a nós mesmos. Ao descobrir quais são nossas deformidades emocionais, podemos avançar para sua correção.","Hoje já não sou mais escravo do álcool, mas de muitas maneiras a escravidão ainda ameaça — meu eu, meus desejos, até mesmo meus sonhos. No entanto, sem sonhos não posso existir; sem sonhos não há nada que me mantenha seguindo em frente.","OS DOZE PASSOS E AS DOZE TRADIÇÕES, p. 43"
2025-04-09,pt-BR,LIBERDADE DO 'REI ÁLCOOL',"... não suponhamos nem por um instante que não estamos sob constrangimento... Nosso antigo tirano, o Rei Álcool, está sempre pronto para nos agarrar novamente. Portanto, a liberdade do álcool é o grande 'dever' que tem de ser alcançado, senão enlouquecemos ou morremos.","Enquanto bebia, eu vivia num confinamento espiritual, emocional e, por vezes, físico. Eu havia construído minha prisão com barras de vontade própria e autoindulgência, das quais não conseguia escapar. Períodos secos ocasionais que pareciam prometer liberdade acabavam sendo pouco mais do que esperanças de um adiamento da pena. A verdadeira fuga exigia uma disposição para seguir quaisquer ações corretas que fossem necessárias para girar a fechadura. Com essa disposição e ação, tanto a fechadura quanto as próprias barras se abriram para mim. A disposição e a ação contínuas me mantêm livre — numa espécie de liberdade condicional diária estendida — que nunca precisa terminar.","NA OPINIÃO DO BILL, p. 134"
2025-04-10,pt-BR,CRESCENDO,"A essência de todo crescimento é a disposição de mudar para melhor e, em seguida, uma disposição incessante de arcar com qualquer responsabilidade que isso acarrete.","Às vezes, quando me torno disposto a fazer o que eu deveria estar fazendo o tempo todo, quero elogios e reconhecimento. Não percebo que quanto mais estou disposto a agir de forma diferente, mais emocionante é a minha vida. Quanto mais estou disposto a ajudar os outros, mais recompensas eu recebo. É isso que praticar os princípios significa para mim. A diversão e os benefícios para mim estão na disposição de realizar as ações, não em obter resultados imediatos. Ser um pouco mais gentil, um pouco mais lento para me irritar, um pouco mais amoroso torna minha vida melhor a cada dia.","NA OPINIÃO DO BILL, p. 115"
2025-04-11,pt-BR,UMA PALAVRA A SER ABANDONADA: 'CULPA',"Ver como as emoções erráticas nos vitimavam muitas vezes levou muito tempo. Podíamos percebê-las rapidamente nos outros, mas apenas lentamente em nós mesmos. Em primeiro lugar, tivemos que admitir que tínhamos muitos desses defeitos, mesmo que tais revelações fossem dolorosas e humilhantes. No que dizia respeito às outras pessoas, tivemos que abandonar a palavra 'culpa' de nosso discurso e pensamento.","Quando fiz meu Quarto Passo, seguindo as diretrizes do Grande Livro, notei que minha lista de ressentimentos estava cheia de meus preconceitos e de culpar os outros por eu não conseguir ter sucesso e atingir meu potencial. Também descobri que me sentia diferente por ser negro. À medida que continuei a trabalhar no Passo, aprendi que sempre bebia para me livrar desses sentimentos. Foi somente quando fiquei sóbrio e trabalhei no meu inventário que não pude mais culpar ninguém.","OS DOZE PASSOS E AS DOZE TRADIÇÕES, p. 47"
2025-04-12,pt-BR,ABANDONANDO A INSANIDADE,"... onde o álcool esteve envolvido, fomos estranhamente insanos.","O alcoolismo exigia que eu bebesse, quisesse eu ou não. A insanidade dominou minha vida e foi a essência da minha doença. Roubou-me a liberdade de escolha sobre a bebida e, portanto, roubou-me todas as outras escolhas. Quando eu bebia, era incapaz de fazer escolhas eficazes em qualquer parte da minha vida e a vida tornou-se ingovernável.","ALCOÓLICOS ANÔNIMOS, p. 38"
2025-04-13,pt-BR,O FALSO CONFORTO DA AUTOCONDESCENDÊNCIA,"A autopiedade é um dos defeitos mais infelizes e consumidores que conhecemos. É uma barreira para todo o progresso espiritual e pode cortar toda a comunicação eficaz com nossos semelhantes por causa de suas exigências desordenadas de atenção e simpatia. É uma forma piegas de martírio, que mal podemos nos permitir.","O falso conforto da autopiedade me protege da realidade apenas momentaneamente e depois exige, como uma droga, que eu tome uma dose cada vez maior. Se eu sucumbir a isso, pode levar a uma recaída na bebida. O que posso fazer? Um antídoto certo é voltar minha atenção, ainda que ligeiramente no início, para outros que são genuinamente menos afortunados do que eu, de preferência outros alcoólicos. Na mesma medida em que demonstro ativamente minha empatia por eles, diminuirei meu próprio sofrimento exagerado.","NA OPINIÃO DO BILL, p. 238"
2025-04-14,pt-BR,O 'INFRATOR NÚMERO UM',"O ressentimento é o infrator 'número um'. Ele destrói mais alcoólicos do que qualquer outra coisa. Dele derivam todas as formas de doença espiritual, pois não estivemos apenas doentes mental e fisicamente, estivemos espiritualmente doentes.","Ao analisar a mim mesmo praticando o Quarto Passo, é fácil ignorar o mal que fiz, porque posso facilmente vê-lo como uma questão de 'acertar as contas' por um mal que me foi feito. Se continuo a reviver minha antiga mágoa, é um ressentimento e o ressentimento barra a luz do sol da minha alma. Se continuo a reviver mágoas e ódios, vou magoar e odiar a mim mesmo. Depois de anos na escuridão dos ressentimentos, encontrei a luz do sol. Devo abandonar os ressentimentos; não posso me dar ao luxo de tê-los.","ALCOÓLICOS ANÔNIMOS, p. 64"
2025-04-15,pt-BR,A ESCRAVIDÃO DOS RESSENTIMENTOS,... nutrir ressentimento é infinitamente grave. Pois então nos fechamos para a luz do espírito.,"Já se disse: 'A raiva é um luxo que não posso me permitir'. Isso sugere que eu ignore essa emoção humana? Acredito que não. Antes de conhecer o programa de A.A., eu era escravo dos padrões de comportamento do alcoolismo. Eu estava acorrentado à negatividade, sem esperança de me libertar.","NA OPINIÃO DO BILL, p. 5"
2025-04-16,pt-BR,RAIVA: UM 'LUXO DUVIDOSO',"Se quiséssemos viver, tínhamos que estar livres da raiva. O mau humor e a tempestade de ideias não eram para nós. Eles podem ser o luxo duvidoso dos homens normais, mas para os alcoólicos essas coisas são veneno.","'Luxo duvidoso'. Quantas vezes me lembrei dessas palavras. Não é apenas a raiva que é melhor deixar para os não alcoólicos; eu construí uma lista incluindo ressentimento justificável, autopiedade, julgamento, autojustiça, falso orgulho e falsa humildade. Fico sempre surpreso ao ler a citação real. Tão bem os princípios do programa foram incutidos em mim que continuo pensando que todos esses defeitos também estão listados. Graças a Deus não posso me dar a eles — ou certamente me entregaria a eles.","ALCOÓLICOS ANÔNIMOS, p. 66"
2025-04-17,pt-BR,AMOR E MEDO COMO OPOSTOS,"OS DOZE PASSOS E AS DOZE TRADIÇÕES, p. 49","Todas essas falhas geram medo, uma doença da alma por si só.",
2025-04-18,pt-BR,HONESTIDADE CONSIGO MESMO,"O engano dos outros está quase sempre enraizado no engano de nós mesmos... Quando somos honestos com outra pessoa, isso confirma que fomos honestos conosco mesmos e com Deus.","Quando eu bebia, eu me enganava sobre a realidade, reescrevendo-a para o que eu queria que fosse. Enganar os outros é um defeito de caráter — mesmo que seja apenas esticar um pouco a verdade ou limpar meus motivos para que os outros pensem bem de mim. Meu Poder Superior pode remover este defeito de caráter, mas primeiro tenho que me ajudar a estar disposto a receber essa ajuda, não praticando o engano. Preciso me lembrar todos os dias que me enganar sobre mim mesmo é me preparar para o fracasso ou a decepção na vida e em Alcoólicos Anônimos. Um relacionamento próximo e honesto com um Poder Superior é a única base sólida que encontrei para a honestidade comigo mesmo e com os outros.","NA OPINIÃO DO BILL, p. 17"
2025-04-19,pt-BR,IRMÃOS EM NOSSOS DEFEITOS,"Nós, alcoólicos recuperados, não somos tanto irmãos em virtude quanto somos irmãos em nossos defeitos, e em nossos esforços comuns para superá-los.","A identificação que um alcoólico tem com outro é misteriosa, espiritual — quase incompreensível. Mas ela existe. Eu a 'sinto'. Hoje sinto que posso ajudar as pessoas e que elas podem me ajudar.","NA OPINIÃO DO BILL, p. 167"
2025-04-20,pt-BR,AUTOEXAME,"... pedimos a Deus que dirija nosso pensamento, especialmente pedindo que seja divorciado de autopiedade, motivos desonestos ou egoístas.","Quando dita com sinceridade, esta oração me ensina a ser verdadeiramente altruísta e humilde, pois mesmo ao fazer boas ações, muitas vezes eu buscava aprovação e glória para mim mesmo. Ao examinar meus motivos em tudo o que faço, posso ser útil a Deus e aos outros, ajudando-os a fazer o que desejam. Quando coloco Deus no comando do meu pensamento, muita preocupação desnecessária é eliminada e acredito que Ele me guia ao longo do dia. Quando elimino pensamentos de autopiedade, desonestidade e egocentrismo assim que entram em minha mente, encontro paz com Deus, com meu próximo e comigo mesmo.","ALCOÓLICOS ANÔNIMOS, p. 86"
2025-04-21,pt-BR,CULTIVANDO A FÉ,"'Não acho que possamos fazer nada muito bem neste mundo a menos que o pratiquemos. E não acredito que façamos A.A. muito bem a menos que o pratiquemos... Devemos praticar... adquirir o espírito de serviço. Devemos tentar adquirir alguma fé, o que não é facilmente feito, especialmente para a pessoa que sempre foi muito materialista, seguindo os padrões da sociedade de hoje. Mas acho que a fé pode ser adquirida; pode ser adquirida lentamente; tem que ser cultivada. Isso não foi fácil para mim, e suponho que seja difícil para todos os outros...'","O medo é muitas vezes a força que me impede de adquirir e cultivar o poder da fé. O medo bloqueia minha apreciação da beleza, tolerância, perdão, serviço e serenidade.","DR. BOB E OS BONS VETERANOS, pp. 307-08"
2025-04-22,pt-BR,NOVO SOLO... NOVAS RAÍZES,"Momentos de percepção podem se transformar em uma vida inteira de serenidade espiritual, como tenho excelentes razões para saber. Raízes de realidade, suplantando a vegetação rasteira neurótica, se manterão firmes apesar dos ventos fortes das forças que nos destruiriam, ou que usaríamos para nos destruir.","Cheguei a A.A. verde — uma muda tremendo com raízes expostas. Era para sobrevivência, mas foi um começo. Eu me estiquei, desenvolvi, torci, mas com a ajuda de outros, meu espírito finalmente brotou das raízes. Eu estava livre. Agi, murchei, me interiorizei, rezei, agi novamente, entendi de novo, quando um momento de percepção me atingiu. Das minhas raízes, braços espirituais se estenderam em brotos fortes e verdes: servos altivos avançando para o céu.","NA OPINIÃO DO BILL, p. 173"
2025-04-23,pt-BR,A.A. NÃO É UMA PANACEIA,"Seria produto de falso orgulho afirmar que A.A. é uma cura para tudo, mesmo para o alcoolismo.","Nos meus primeiros anos de sobriedade, eu estava cheio de orgulho, pensando que A.A. era a única fonte de tratamento para uma vida boa e feliz. Certamente era o ingrediente básico para a minha sobriedade e ainda hoje, com mais de doze anos no programa, estou muito envolvido em reuniões, apadrinhamento e serviço. Durante os primeiros quatro anos da minha recuperação, achei necessário procurar ajuda profissional, pois minha saúde emocional estava extremamente debilitada. Existem também aquelas pessoas que encontraram sobriedade e felicidade em outras organizações. A.A. me ensinou que eu tinha uma escolha: ir a qualquer extremo para melhorar minha sobriedade. A.A. pode não ser uma panaceia para tudo, mas é o centro da minha vida sóbria.","NA OPINIÃO DO BILL, p. 285"
2025-04-24,pt-BR,APRENDENDO A NOS AMAR,"O alcoolismo era um negócio solitário, mesmo que estivéssemos cercados por pessoas que nos amavam... Estávamos tentando encontrar segurança emocional, seja dominando ou sendo dependentes dos outros... Ainda tentávamos em vão nos sentir seguros por algum tipo de dominação ou dependência doentia.","Quando fiz meu inventário pessoal, descobri que tinha relacionamentos doentios com a maioria das pessoas em minha vida — meus amigos e familiares, por exemplo. Sempre me senti isolado e solitário. Eu bebia para aliviar a dor emocional.","NA OPINIÃO DO BILL, p. 252"
2025-04-25,pt-BR,ENTRANDO EM UMA NOVA DIMENSÃO,"Nos últimos estágios de nossa bebedeira, a vontade de resistir havia desaparecido. No entanto, quando admitimos a derrota completa e quando nos tornamos inteiramente prontos para tentar os princípios de A.A., nossa obsessão nos abandona e entramos em uma nova dimensão — a liberdade sob Deus, como O concebemos.","Tenho a sorte de estar entre aqueles que tiveram essa transformação incrível em minha vida. Quando entrei pelas portas de A.A., sozinho e desesperado, fui espancado até a disposição de acreditar em qualquer coisa que ouvisse. Uma das coisas que ouvi foi: 'Esta pode ser sua última ressaca, ou você pode continuar girando em círculos.' O homem que disse isso obviamente estava muito melhor do que eu. Gostei da ideia de admitir a derrota e estou livre desde então! Meu coração ouviu o que minha mente nunca pôde: 'Ser impotente perante o álcool não é grande coisa.' Estou livre e sou grato!","NA OPINIÃO DO BILL, p. 283"
2025-04-26,pt-BR,A FELICIDADE NÃO É O FOCO,"Eu não acho que felicidade ou infelicidade seja o ponto. Como enfrentamos os problemas que encaramos? Como melhor aprendemos com eles e transmitimos o que aprendemos aos outros, se eles aceitarem o conhecimento?","Na minha busca 'para ser feliz', mudei de emprego, casei e me divorciei, fiz curas geográficas e me endividei — financeira, emocional e espiritualmente. Em A.A., estou aprendendo a amadurecer. Em vez de exigir que pessoas, lugares e coisas me façam feliz, posso pedir a Deus autoaceitação. Quando um problema me sobrecarrega, os Doze Passos de A.A. me ajudarão a crescer através da dor. O conhecimento que adquiro pode ser um presente para outros que sofrem com o mesmo problema. Como Bill disse: 'Quando a dor vem, espera-se que aprendamos com ela de bom grado e ajudemos os outros a aprender. Quando a felicidade vem, a aceitamos como um presente e agradecemos a Deus por ela.' (Na Opinião do Bill, p. 306)","NA OPINIÃO DO BILL, p. 306"
2025-04-27,pt-BR,DESCOBERTAS ALEGRES,"Percebemos que sabemos apenas um pouco. Deus constantemente nos revelará mais a você e a nós. Pergunte a Ele em sua meditação matinal o que você pode fazer a cada dia pelo homem que ainda está doente. As respostas virão, se sua própria casa estiver em ordem. Mas, obviamente, você não pode transmitir algo que não possui. Cuide para que seu relacionamento com Ele esteja correto, e grandes eventos acontecerão para você e inúmeros outros. Este é o Grande Fato para nós.","A sobriedade é uma jornada de descoberta alegre. Cada dia traz nova experiência, consciência, maior esperança, fé mais profunda, tolerância mais ampla. Devo manter esses atributos ou não terei nada para passar adiante.","ALCOÓLICOS ANÔNIMOS, p. 164"
2025-04-28,pt-BR,DOIS 'PADRÕES MAGNÍFICOS',Todo o progresso de A.A. pode ser medido em termos de apenas duas palavras: humildade e responsabilidade. Todo o nosso desenvolvimento espiritual pode ser medido com precisão pelo nosso grau de adesão a esses magníficos padrões.,"Reconhecer e respeitar as opiniões, realizações e prerrogativas dos outros e aceitar estar errado me mostra o caminho da humildade. Praticar os princípios de A.A. em todos os meus assuntos me guia para ser responsável. Honrar esses preceitos dá credibilidade à Quarta Tradição — e a todas as outras Tradições da Irmandade. Alcoólicos Anônimos desenvolveu uma filosofia de vida cheia de motivações válidas, rica em princípios e valores éticos altamente relevantes, uma visão de vida que pode ser estendida para além dos limites da população alcoólica. Para honrar esses preceitos, preciso apenas orar e cuidar do meu semelhante como se cada um fosse meu irmão.","NA OPINIÃO DO BILL, p. 271"
2025-04-29,pt-BR,AUTONOMIA DO GRUPO,"Alguns podem pensar que levamos o princípio da autonomia de grupo a extremos. Por exemplo, em sua 'forma longa' original, a Quarta Tradição declara: 'Quaisquer dois ou três reunidos para a sobriedade podem se chamar um grupo de A.A., desde que como grupo não tenham outra afiliação.'*... Mas essa ultra-liberdade não é tão arriscada quanto parece.","Como um alcoólatra ativo, abusei de todas as liberdades que a vida me ofereceu. Como A.A. poderia esperar que eu respeitasse a 'ultra-liberdade' concedida pela Quarta Tradição? Aprender a respeitar tornou-se um trabalho para a vida toda.","A.A. ATINGE A MAIORIDADE, pp. 104-05"
2025-04-30,pt-BR,UM GRANDE PARADOXO,"Esses legados de sofrimento e de recuperação são facilmente passados entre os alcoólicos, de um para o outro. Este é o nosso presente de Deus, e sua concessão a outros como nós é o único objetivo que hoje anima os A.A.'s em todo o mundo.",O grande paradoxo de A.A. é que sei que não posso manter o precioso dom da sobriedade a menos que o doe.,"OS DOZE PASSOS E AS DOZE TRADIÇÕES, p. 151"
2025-05-01,pt-BR,CURANDO CORAÇÃO E MENTE,"Admitimos perante Deus, perante nós mesmos e perante outro ser humano a natureza exata de nossas falhas.","Como é verdade que Deus vem a mim através das pessoas, posso ver que, ao manter as pessoas à distância, também mantenho Deus à distância. Deus está mais perto de mim do que penso e posso experimentá-Lo amando as pessoas e permitindo que as pessoas me amem. Mas não posso amar nem ser amado se permitir que meus segredos atrapalhem.","OS DOZE PASSOS E AS DOZE TRADIÇÕES, p. 55"
2025-05-02,pt-BR,ILUMINANDO O PASSADO SOMBRIO,"Apegue-se ao pensamento de que, nas mãos de Deus, o passado sombrio é a maior posse que você tem – a chave para a vida e a felicidade dos outros. Com ele, você pode evitar a morte e a miséria deles.","Meu passado não é mais uma autobiografia; é um livro de referência a ser pego, aberto e compartilhado. Hoje, ao me apresentar para o dever, a imagem mais maravilhosa surge. Pois, embora este dia seja sombrio – como alguns dias devem ser – as estrelas brilharão ainda mais intensamente mais tarde. Meu testemunho de que elas brilham será solicitado em um futuro muito próximo. Todo o meu passado será hoje uma parte de mim, porque é a chave, não a fechadura.","ALCOÓLICOS ANÔNIMOS, p. 124"
2025-05-03,pt-BR,LIMPANDO A CASA,"De alguma forma, estar sozinho com Deus não parece tão embaraçoso quanto enfrentar outra pessoa. Até que realmente nos sentemos e falemos em voz alta sobre o que escondemos por tanto tempo, nossa disposição de limpar a casa ainda é em grande parte teórica.","Não foi incomum para mim conversar com Deus, e comigo mesmo, sobre meus defeitos de caráter. Mas sentar-se, cara a cara, e discutir abertamente essas intimidades com outra pessoa foi muito mais difícil. Reconheci na experiência, no entanto, um alívio semelhante ao que havia experimentado quando admiti pela primeira vez que era alcoólatra. Comecei a apreciar o significado espiritual do programa e que este Passo era apenas uma introdução ao que ainda estava por vir nos sete Passos restantes.","OS DOZE PASSOS E AS DOZE TRADIÇÕES, p. 60"
2025-05-04,pt-BR,'INTEIRAMENTE HONESTO',Devemos ser inteiramente honestos com alguém se esperamos viver muito ou felizes neste mundo.,"A honestidade, como todas as virtudes, deve ser compartilhada. Começou depois que eu compartilhei '... a história completa da minha vida com alguém ...' para encontrar meu lugar na Irmandade. Mais tarde, compartilhei minha vida para ajudar o recém-chegado a encontrar seu lugar conosco. Essa partilha me ajuda a aprender a honestidade em todos os meus assuntos e a saber que o plano de Deus para mim se realiza através da honestidade, abertura e disposição.","ALCOÓLICOS ANÔNIMOS, pp. 73-74"
2025-05-05,pt-BR,A FLORESTA E AS ÁRVORES,... o que vem a nós sozinhos pode ser distorcido pela nossa própria racionalização e pensamento positivo. O benefício de conversar com outra pessoa é que podemos obter seu comentário e conselho diretos sobre nossa situação...,Não consigo contar as vezes em que fiquei com raiva e frustrado e disse a mim mesmo: 'Não consigo ver a floresta por causa das árvores!' Finalmente percebi que o que eu precisava quando sentia tanta dor era de alguém que pudesse me guiar na separação da floresta e das árvores; que pudesse sugerir um caminho melhor a seguir; que pudesse me ajudar a apagar incêndios; e me ajudar a evitar as pedras e armadilhas.,"OS DOZE PASSOS E AS DOZE TRADIÇÕES, p. 60"
2025-05-06,pt-BR,'NÃO ESCONDA NADA',"Os verdadeiros testes da situação são a sua própria disposição para confiar e sua plena confiança naquele com quem você compartilha seu primeiro autoexame preciso... Desde que você não esconda nada, seu senso de alívio aumentará de minuto a minuto. As emoções represadas por anos rompem seu confinamento e desaparecem milagrosamente assim que são expostas. À medida que a dor diminui, uma tranquilidade curadora toma seu lugar.","Um pequeno núcleo de sentimentos reprimidos começou a se desdobrar quando participei pela primeira vez das reuniões de A.A. e o autoconhecimento então se tornou uma tarefa de aprendizado para mim. Essa nova autocompreensão provocou uma mudança em minhas respostas às situações da vida. Percebi que tinha o direito de fazer escolhas em minha vida, e a ditadura interna dos hábitos lentamente perdeu seu controle.","OS DOZE PASSOS E AS DOZE TRADIÇÕES, pp. 61-62"
2025-05-07,pt-BR,RESPEITO PELOS OUTROS,"Tais partes de nossa história contamos a alguém que entenderá, mas não será afetado. A regra é que devemos ser duros conosco, mas sempre atenciosos com os outros.","Respeito pelos outros é a lição que tiro desta passagem. Devo ir a qualquer extremo para me libertar se desejo encontrar aquela paz de espírito que busquei por tanto tempo. No entanto, nada disso deve ser feito às custas de outra pessoa. O egoísmo não tem lugar no modo de vida de A.A.","ALCOÓLICOS ANÔNIMOS, p. 74"
2025-05-08,pt-BR,UM LUGAR DE DESCANSO,"Todos os Doze Passos de A.A. nos pedem para ir contra nossos desejos naturais... todos eles desinflam nossos egos. Quando se trata de desinflar o ego, poucos Passos são mais difíceis de dar do que o Quinto. Mas dificilmente algum Passo é mais necessário para a sobriedade e paz de espírito a longo prazo do que este.","Depois de escrever meus defeitos de caráter, não estava disposto a falar sobre eles e decidi que era hora de parar de carregar esse fardo sozinho. Precisava confessar esses defeitos a outra pessoa. Eu havia lido – e me disseram – que não conseguiria ficar sóbrio a menos que o fizesse. O Quinto Passo me proporcionou um sentimento de pertencimento, com humildade e serenidade quando o pratiquei em minha vida diária. Era importante admitir meus defeitos de caráter na ordem apresentada no Quinto Passo: 'a Deus, a nós mesmos e a outro ser humano'. Admitir a Deus primeiro abriu o caminho para a admissão a mim mesmo e a outra pessoa. Conforme a prática do Passo é descrita, um sentimento de estar em unidade com Deus e meu semelhante me levou a um lugar de descanso onde pude me preparar para os Passos restantes em direção a uma sobriedade plena e significativa.","OS DOZE PASSOS E AS DOZE TRADIÇÕES, p. 55"
2025-05-09,pt-BR,ATRAVESSANDO O MEDO,"Se ainda nos apegarmos a algo que não queremos largar, pedimos a Deus que nos ajude a ter boa vontade.","Ao fazer o Quinto Passo, tomei consciência de que todos os meus defeitos de caráter provinham da minha necessidade de me sentir seguro e amado. Usar apenas a minha vontade para trabalhar neles teria sido tentar obsessivamente resolver o problema. No Sexto Passo, intensifiquei a ação que havia tomado nos três primeiros Passos – meditando sobre o Passo, dizendo-o repetidamente, indo a reuniões, seguindo as sugestões do meu padrinho, lendo e buscando dentro de mim mesmo. Durante os três primeiros anos de sobriedade, tive medo de entrar em um elevador sozinho. Um dia, decidi que deveria atravessar esse medo. Pedi a ajuda de Deus, entrei no elevador e lá no canto havia uma senhora chorando. Ela disse que desde que seu marido morreu, ela tinha um medo mortal de elevadores. Esqueci meu medo e a confortei. Essa experiência espiritual me ajudou a ver como a boa vontade era a chave para trabalhar o resto dos Doze Passos para a recuperação. Deus ajuda quem se ajuda.","ALCOÓLICOS ANÔNIMOS, p. 76"
2025-05-10,pt-BR,FINALMENTE LIVRE,"Outro grande dividendo que podemos esperar ao confiar nossos defeitos a outro ser humano é a humildade – uma palavra muitas vezes mal compreendida... ela se resume a um claro reconhecimento do que e quem realmente somos, seguido por uma tentativa sincera de nos tornarmos o que poderíamos ser.","Eu sabia, bem no fundo, que se eu quisesse ser alegre, feliz e livre, teria que compartilhar minha vida passada com outro indivíduo. A alegria e o alívio que senti depois de fazê-lo foram indescritíveis. Quase imediatamente após dar o Quinto Passo, senti-me livre da escravidão do ego e da escravidão do álcool. Essa liberdade permanece após 36 anos, um dia de cada vez. Descobri que Deus poderia fazer por mim o que eu não poderia fazer por mim mesmo.","OS DOZE PASSOS E AS DOZE TRADIÇÕES, p. 58"
2025-05-11,pt-BR,UM NOVO SENTIMENTO DE PERTENCIMENTO,"Até que tivéssemos falado com total franqueza sobre nossos conflitos e ouvido outra pessoa fazer a mesma coisa, ainda não pertencíamos.","Após quatro anos em A.A., fui capaz de descobrir a liberdade do fardo de emoções enterradas que me causaram tanta dor. Com a ajuda de A.A. e aconselhamento extra, a dor foi liberada e senti uma completa sensação de pertencimento e paz. Também senti uma alegria e um amor a Deus que nunca havia experimentado antes. Fico maravilhado com o poder do Quinto Passo.","OS DOZE PASSOS E AS DOZE TRADIÇÕES, p. 57"
2025-05-12,pt-BR,O PASSADO ACABOU,A experiência de A.A. nos ensinou que não podemos viver sozinhos com nossos problemas prementes e os defeitos de caráter que os causam ou agravam. Se... o Quarto Passo... revelou em nítido relevo aquelas experiências que preferiríamos não lembrar... então a necessidade de parar de viver sozinhos com aqueles fantasmas atormentadores do ontem se torna mais urgente do que nunca. Temos que conversar com alguém sobre eles.,"O que quer que seja feito, está feito. Não pode ser mudado. Mas minha atitude sobre isso pode ser mudada através da conversa com aqueles que vieram antes e com os padrinhos. Posso desejar que o passado nunca tivesse existido, mas se eu mudar minhas ações em relação ao que fiz, minha atitude mudará. Não terei que desejar que o passado desapareça. Posso mudar meus sentimentos e atitudes, mas apenas através de minhas ações e da ajuda de meus companheiros alcoólicos.","OS DOZE PASSOS E AS DOZE TRADIÇÕES, p. 55"
2025-05-13,pt-BR,O CAMINHO MAIS FÁCIL E SUAVE,"Se pularmos este passo vital, podemos não superar a bebida.","Eu certamente não pulei na oportunidade de encarar quem eu era, especialmente quando as dores dos meus dias de bebedeira pairavam sobre mim como uma nuvem escura. Mas logo ouvi nas reuniões sobre o companheiro que simplesmente não queria dar o Quinto Passo e continuava voltando às reuniões, tremendo com os horrores de reviver seu passado. O caminho mais fácil e suave é dar esses Passos para a liberdade da nossa doença fatal, e colocar nossa fé na Irmandade e em nosso Poder Superior.","ALCOÓLICOS ANÔNIMOS, p. 72"
2025-05-14,pt-BR,ESTÁ TUDO BEM EM SER EU,"Vez após vez, recém-chegados tentaram guardar para si certos fatos sobre suas vidas... eles recorreram a métodos mais fáceis... Mas não aprenderam humildade suficiente...","A humildade soa muito como humilhação, mas na verdade é a capacidade de olhar para mim mesmo – e honestamente aceitar o que encontro. Não preciso mais ser o 'mais esperto' ou 'mais burro' ou qualquer outro 'mais'. Finalmente, está tudo bem em ser eu. É mais fácil para mim me aceitar se eu compartilhar toda a minha vida. Se não posso compartilhar em reuniões, então é melhor eu ter um padrinho – alguém com quem eu possa compartilhar aqueles 'certos fatos' que poderiam me levar de volta a uma bebedeira, à morte. Preciso dar todos os Passos. Preciso do Quinto Passo para aprender a verdadeira humildade. Métodos mais fáceis não funcionam.","ALCOÓLICOS ANÔNIMOS, pp. 72-73"
2025-05-15,pt-BR,CONHEÇA DEUS; CONHEÇA A PAZ,"É claro que uma vida que inclui profundo ressentimento leva apenas à futilidade e à infelicidade... Mas com o alcoólico, cuja esperança é a manutenção e o crescimento de uma experiência espiritual, esta questão do ressentimento é infinitamente grave.",Conheça Deus; conheça a paz. Sem Deus; sem paz.,"ALCOÓLICOS ANÔNIMOS, p. 66"
